,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,,,
01321800,M.J. MURPHY BEAUTY COLLEGE,MI,48858,Proprietary, 1 , 1 ," $3,500.00 ", 1 ," $1,750.00 ", 1 , 1 ," $6,000.00 ", 1 ," $3,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,48858
01323100,UNIVERSITY OF HOUSTON - VICTORIA,TX,77901,Public," 1,148 "," 1,158 "," $4,378,693.00 "," 1,158 "," $2,463,091.00 "," 1,054 "," 1,097 "," $5,055,012.00 "," 1,097 "," $2,896,811.00 ", 397 , 408 ," $5,420,753.00 ", 408 ," $3,159,703.00 ", 19 , 21 ," $149,795.00 ", 21 ," $84,883.00 ", 7 , 7 ," $68,252.00 ", 7 ," $46,340.00 ",,77901
01323200,ACADEMY OF HAIR DESIGN,NV,89146,Proprietary, 31 , 31 ," $85,513.00 ", 35 ," $48,580.00 ", 25 , 37 ," $88,033.00 ", 41 ," $50,167.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $3,988.00 ", 1 ," $1,994.00 ", -   , -   , $-   , -   , $-   ,,89146
01324000,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,CA,95403,Proprietary, 12 , 12 ," $39,945.00 ", 12 ," $19,972.00 ", 11 , 11 ," $29,345.00 ", 11 ," $14,671.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $3,998.00 ", 2 ," $1,999.00 ", -   , -   , $-   , -   , $-   ,,95403
01326300,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,16801,Proprietary, 402 , 402 ," $1,522,382.00 ", 403 ," $542,199.00 ", 411 , 434 ," $1,612,085.00 ", 435 ," $568,963.00 ", -   , -   , $-   , -   , $-   , 91 , 91 ," $993,215.00 ", 91 ," $344,490.00 ", -   , -   , $-   , -   , $-   ,,16801
02050300,ACADEMY COLLEGE,MN,55431,Proprietary, 39 , 39 ," $121,375.00 ", 67 ," $75,578.00 ", 39 , 39 ," $170,330.00 ", 65 ," $99,977.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $142,910.00 ", 14 ," $88,831.00 ", -   , -   , $-   , -   , $-   ,,55431
02052000,BRIGHTWOOD COLLEGE,OH,45439,Proprietary, 32 , 32 ," $85,061.00 ", 45 ," $43,308.00 ", 32 , 33 ," $109,129.00 ", 45 ," $52,632.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,45439
02052200,BLACK RIVER TECHNICAL COLLEGE,AR,72455,Public, 329 , 329 ," $1,123,122.00 ", 329 ," $346,671.00 ", 285 , 285 ," $923,555.00 ", 285 ," $258,228.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,72455
02052400,UNIVERSITY OF CAMBRIDGE - DARWIN COLLEGE,,,Foreign-Public, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 2 , 2 ," $41,000.00 ", 2 ," $13,666.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $152,926.00 ", 2 ," $50,975.00 ",,
02053000,LIBERTY UNIVERSITY,VA,24515,Private-Nonprofit," 18,311 "," 18,311 "," $78,395,815.00 "," 18,311 "," $35,457,928.00 "," 19,291 "," 19,292 "," $95,470,449.00 "," 19,292 "," $43,242,891.00 "," 7,689 "," 7,689 "," $125,064,258.00 "," 7,689 "," $56,856,350.00 "," 1,516 "," 1,520 "," $23,636,586.00 "," 1,520 "," $12,526,298.00 ", 479 , 481 ," $8,451,625.00 ", 481 ," $4,275,785.00 ",,24515
02053300,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO,,22830,Foreign-Private, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 5 , 5 ," $62,500.00 ", 5 ," $31,250.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,22830
02053700,EASTWICK COLLEGE,NJ,74462,Proprietary, 183 , 185 ," $598,096.00 ", 191 ," $220,514.00 ", 171 , 171 ," $815,868.00 ", 176 ," $292,845.00 ", -   , -   , $-   , -   , $-   , 16 , 16 ," $168,068.00 ", 16 ," $64,506.00 ", -   , -   , $-   , -   , $-   ,,74462
02054300,TRUMBULL BUSINESS COLLEGE,OH,44484,Proprietary, 54 , 54 ," $133,307.00 ", 55 ," $52,290.00 ", 55 , 55 ," $210,426.00 ", 58 ," $79,919.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,44484
02054900,MARINELLO SCHOOL OF BEAUTY,CA,92630,Proprietary, 80 , 80 ," $169,884.00 ", 87 ," $122,855.00 ", 63 , 63 ," $144,792.00 ", 66 ," $103,876.00 ", -   , -   , $-   , -   , $-   , 11 , 11 ," $46,423.00 ", 12 ," $32,181.00 ", -   , -   , $-   , -   , $-   ,,92630
02055200,HARRINGTON COLLEGE OF DESIGN,IL,60605,Proprietary, 10 , 10 ," $26,290.00 ", 10 ," $13,646.00 ", 11 , 11 ," $50,415.00 ", 11 ," $25,208.00 ", 27 , 27 ," $372,190.00 ", 27 ," $188,031.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $21,109.00 ", 2 ," $11,041.00 ",,60605
02055400,BOSSIER PARISH COMMUNITY COLLEGE,LA,71111,Public," 2,428 "," 2,428 "," $8,023,989.00 "," 2,428 "," $4,670,122.00 "," 2,357 "," 2,357 "," $10,133,955.00 "," 2,357 "," $5,893,919.00 ", -   , -   , $-   , -   , $-   , 29 , 29 ," $152,085.00 ", 29 ," $84,550.00 ", -   , -   , $-   , -   , $-   ,,71111
02055500,DELTA SCHOOL OF BUSINESS AND TECHNOLOGY,LA,70601,Proprietary, 32 , 32 ," $113,389.00 ", 32 ," $43,089.00 ", 31 , 31 ," $144,486.00 ", 31 ," $53,129.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $4,000.00 ", 1 ," $2,000.00 ", -   , -   , $-   , -   , $-   ,,70601
02056400,CAPRI COSMETOLOGY LEARNING CENTER,NY,10954,Proprietary, 20 , 20 ," $54,027.00 ", 24 ," $34,193.00 ", 25 , 25 ," $107,841.00 ", 32 ," $64,849.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $58,647.00 ", 11 ," $32,930.00 ", -   , -   , $-   , -   , $-   ,,10954
02056500,MITCHELL'S HAIR STYLING ACADEMY,NC,27893,Proprietary, 2 , 2 ," $4,668.00 ", 2 ," $2,334.00 ", 4 , 4 ," $20,668.00 ", 4 ," $8,320.00 ", -   , -   , $-   , -   , $-   , 5 , 5 ," $48,092.00 ", 5 ," $24,046.00 ", -   , -   , $-   , -   , $-   ,,27893
02060300,MIAT COLLEGE OF TECHNOLOGY,MI,48188,Proprietary, 155 , 155 ," $468,504.00 ", 185 ," $238,164.00 ", 164 , 164 ," $595,140.00 ", 195 ," $306,069.00 ", -   , -   , $-   , -   , $-   , 48 , 48 ," $411,197.00 ", 49 ," $200,091.00 ", -   , -   , $-   , -   , $-   ,,48188
02060900,BROWN COLLEGE OF COURT REPORTING,GA,30309,Proprietary, 57 , 57 ," $164,310.00 ", 57 ," $67,335.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,30309
02061000,VENUS BEAUTY ACADEMY,PA,19079,Proprietary, 19 , 20 ," $52,136.00 ", 20 ," $29,390.00 ", 19 , 20 ," $68,331.00 ", 20 ," $37,109.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $9,600.00 ", 1 ," $4,800.00 ", -   , -   , $-   , -   , $-   ,,19079
02061800,ROMAN ACADEMY OF BEAUTY CULTURE,NJ,75062,Proprietary, 2 , 2 ," $7,000.00 ", 2 ," $3,500.00 ", 2 , 2 ," $10,000.00 ", 2 ," $5,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,75062
02063000,MONTSERRAT COLLEGE OF ART,MA,19154,Private-Nonprofit, 268 , 268 ," $1,161,341.00 ", 268 ," $597,568.00 ", 284 , 284 ," $837,348.00 ", 284 ," $441,407.00 ", -   , -   , $-   , -   , $-   , 62 , 62 ," $1,188,579.00 ", 62 ," $624,385.00 ", -   , -   , $-   , -   , $-   ,,19154
02063500,COASTLINE COMMUNITY COLLEGE,CA,92708,Public, 145 , 145 ," $514,046.00 ", 145 ," $281,419.00 ", 125 , 126 ," $593,631.00 ", 126 ," $326,723.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $6,000.00 ", 1 ," $3,000.00 ", -   , -   , $-   , -   , $-   ,,92708
02063700,SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,SC,29316,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 136 , 136 ," $3,809,830.00 ", 137 ," $1,429,786.00 ", -   , -   , $-   , -   , $-   , 72 , 74 ," $577,219.00 ", 94 ," $221,816.00 ",,29316
02065300,PRESCOTT COLLEGE,AZ,86301,Private-Nonprofit, 198 , 198 ," $817,558.00 ", 198 ," $418,762.00 ", 193 , 209 ," $878,401.00 ", 209 ," $453,268.00 ", 238 , 238 ," $4,123,216.00 ", 238 ," $2,265,960.00 ", 17 , 17 ," $222,316.00 ", 17 ," $112,969.00 ", 63 , 63 ," $761,484.00 ", 63 ," $387,847.00 ",,86301
02065700,CALIFORNIA BEAUTY COLLEGE,CA,95354,Proprietary, 15 , 15 ," $41,584.00 ", 18 ," $22,628.00 ", 8 , 8 ," $25,354.00 ", 8 ," $12,678.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $3,536.00 ", 1 ," $1,768.00 ", -   , -   , $-   , -   , $-   ,,95354
02066100,OHIO STATE COLLEGE OF BARBER STYLING,OH,43213,Proprietary, 34 , 34 ," $100,731.00 ", 40 ," $57,231.00 ", 29 , 29 ," $84,559.00 ", 33 ," $46,687.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,43213
02066200,"NEW SCHOOL, THE",NY,10011,Private-Nonprofit," 1,827 "," 1,827 "," $7,645,430.00 "," 1,838 "," $4,050,887.00 "," 1,770 "," 1,770 "," $6,053,556.00 "," 1,806 "," $3,196,474.00 "," 1,160 "," 1,160 "," $21,573,042.00 "," 1,174 "," $11,436,603.00 ", 484 , 486 ," $14,020,958.00 ", 537 ," $6,998,823.00 ", 469 , 470 ," $10,828,546.00 ", 519 ," $5,102,557.00 ",,10011
02068100,ADLER UNIVERSITY,IL,60602,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 723 , 727 ," $18,589,167.00 ", 727 ," $6,501,803.00 ", -   , -   , $-   , -   , $-   , 537 , 555 ," $17,195,570.00 ", 555 ," $6,605,916.00 ",,60602
02068200,LESTER E. COX MEDICAL CENTER,MO,65802,Private-Nonprofit, 389 , 390 ," $1,412,425.00 ", 390 ," $822,506.00 ", 401 , 406 ," $1,957,654.00 ", 406 ," $1,152,575.00 ", 68 , 69 ," $1,234,678.00 ", 69 ," $640,555.00 ", 14 , 14 ," $127,111.00 ", 14 ," $73,930.00 ", 14 , 14 ," $151,893.00 ", 14 ," $76,774.00 ",,65802
02069300,VATTEROTT COLLEGE,IL,62305,Proprietary, 173 , 173 ," $436,563.00 ", 232 ," $247,785.00 ", 169 , 171 ," $587,528.00 ", 226 ," $314,278.00 ", -   , -   , $-   , -   , $-   , 11 , 11 ," $92,154.00 ", 12 ," $34,210.00 ", -   , -   , $-   , -   , $-   ,,62305
02070500,CONCORDIA UNIVERSITY,CA,92612,Private-Nonprofit, 856 , 856 ," $3,810,376.00 ", 856 ," $2,002,058.00 ", 935 , 984 ," $3,448,739.00 ", 984 ," $1,845,924.00 ", 461 , 461 ," $7,279,885.00 ", 461 ," $3,476,773.00 ", 202 , 202 ," $4,107,959.00 ", 202 ," $2,149,745.00 ", 11 , 11 ," $102,382.00 ", 11 ," $52,847.00 ",,92612
02073300,GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION,OH,45674,Public, 22 , 22 ," $57,495.00 ", 23 ," $29,157.00 ", 15 , 15 ," $42,347.00 ", 20 ," $24,107.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,45674
02073500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,AR,72503,Public, 184 , 185 ," $610,644.00 ", 193 ," $216,132.00 ", 142 , 143 ," $476,844.00 ", 149 ," $148,125.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,72503
02073900,WOR-WIC COMMUNITY COLLEGE,MD,21804,Public, 15 , 15 ," $26,250.00 ", 15 ," $13,125.00 ", 13 , 13 ," $21,000.00 ", 13 ," $10,500.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $34,822.00 ", 4 ," $17,410.00 ", -   , -   , $-   , -   , $-   ,,21804
02074000,BRANFORD HALL CAREER INSTITUTE,CT,64059,Proprietary, 488 , 488 ," $900,851.00 ", 655 ," $507,530.00 ", 452 , 452 ," $1,166,550.00 ", 580 ," $622,366.00 ", -   , -   , $-   , -   , $-   , 22 , 22 ," $90,273.00 ", 25 ," $43,797.00 ", -   , -   , $-   , -   , $-   ,,64059
02074400,ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE,IL,62837,Public, 26 , 26 ," $100,194.00 ", 26 ," $51,699.00 ", 8 , 8 ," $19,758.00 ", 8 ," $10,379.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,62837
02074600,SOUTH ARKANSAS COMMUNITY COLLEGE,AR,71731,Public, 325 , 325 ," $966,662.00 ", 337 ," $534,910.00 ", 231 , 231 ," $814,442.00 ", 237 ," $442,164.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,71731
02074800,LIFE UNIVERSITY,GA,30060,Private-Nonprofit, 273 , 273 ," $1,001,729.00 ", 423 ," $644,713.00 ", 286 , 286 ," $1,287,956.00 ", 446 ," $835,909.00 "," 1,526 "," 1,526 "," $44,393,997.00 "," 2,781 "," $29,363,595.00 ", 33 , 33 ," $579,905.00 ", 50 ," $344,792.00 "," 1,036 "," 1,040 "," $13,956,331.00 "," 1,243 "," $6,670,778.00 ",,30060
02075300,PULASKI TECHNICAL COLLEGE,AR,72118,Public," 3,594 "," 3,602 "," $11,044,911.00 "," 3,603 "," $3,451,587.00 "," 1,825 "," 1,858 "," $6,770,033.00 "," 1,858 "," $2,085,547.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $38,942.00 ", 7 ," $12,709.00 ", -   , -   , $-   , -   , $-   ,,72118
02075700,BRIARCLIFFE COLLEGE,NY,11714,Proprietary, 654 , 663 ," $2,268,779.00 ", 665 ," $1,210,317.00 ", 596 , 597 ," $2,309,929.00 ", 598 ," $1,237,587.00 ", -   , -   , $-   , -   , $-   , 92 , 92 ," $706,162.00 ", 92 ," $369,659.00 ", -   , -   , $-   , -   , $-   ,,11714
02075800,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),CA,90013,Private-Nonprofit, 68 , 69 ," $315,562.00 ", 70 ," $161,405.00 ", 61 , 61 ," $283,755.00 ", 61 ," $145,627.00 ", 75 , 75 ," $1,501,500.00 ", 75 ," $756,668.00 ", 25 , 25 ," $826,493.00 ", 25 ," $419,846.00 ", 69 , 69 ," $2,300,802.00 ", 69 ," $1,151,986.00 ",,90013
02077100,MILWAUKEE INSTITUTE OF ART & DESIGN,WI,53202,Private-Nonprofit, 405 , 410 ," $1,627,865.00 ", 410 ," $845,178.00 ", 430 , 475 ," $1,488,595.00 ", 475 ," $776,926.00 ", -   , -   , $-   , -   , $-   , 98 , 99 ," $1,375,812.00 ", 99 ," $702,681.00 ", -   , -   , $-   , -   , $-   ,,53202
02077400,NORTH LAKE COLLEGE,TX,75038,Public, 311 , 311 ," $995,909.00 ", 311 ," $592,450.00 ", 318 , 351 ," $1,332,441.00 ", 356 ," $809,915.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,75038
02078000,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,WI,53132,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 1 , 1 ," $7,411.00 ", 1 ," $3,706.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,53132
02078800,SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES,UT,84047,Proprietary, 3 , 3 ," $10,500.00 ", 3 ," $5,250.00 ", 2 , 2 ," $4,000.00 ", 2 ," $2,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,84047
02078900,ART INSTITUTE OF COLORADO (THE),CO,80203,Proprietary, 415 , 447 ," $1,303,268.00 ", 713 ," $846,858.00 ", 427 , 453 ," $1,692,122.00 ", 730 ," $1,127,168.00 ", -   , -   , $-   , -   , $-   , 54 , 57 ," $533,372.00 ", 100 ," $366,264.00 ", -   , -   , $-   , -   , $-   ,,80203
02079400,EMPIRE BEAUTY SCHOOL,MA,17025,Proprietary, 171 , 171 ," $418,660.00 ", 196 ," $257,933.00 ", 173 , 173 ," $612,851.00 ", 209 ," $353,420.00 ", -   , -   , $-   , -   , $-   , 27 , 28 ," $157,323.00 ", 34 ," $87,569.00 ", -   , -   , $-   , -   , $-   ,,17025
02079700,COLLEGE OF HAIR DESIGN,NE,68508,Proprietary, 37 , 37 ," $100,765.00 ", 49 ," $60,385.00 ", 40 , 40 ," $135,898.00 ", 51 ," $80,031.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $25,674.00 ", 7 ," $13,252.00 ", -   , -   , $-   , -   , $-   ,,68508
02081400,ARLINGTON BAPTIST COLLEGE,TX,76012,Private-Nonprofit, 94 , 95 ," $385,384.00 ", 95 ," $197,639.00 ", 101 , 102 ," $427,220.00 ", 102 ," $217,922.00 ", 8 , 8 ," $92,750.00 ", 8 ," $46,375.00 ", 12 , 12 ," $123,881.00 ", 12 ," $63,616.00 ", -   , -   , $-   , -   , $-   ,,76012
02082400,UNIVERSITY OF CAMBRIDGE - QUEEN'S COLLEGE,,,Foreign-Public, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 1 , 1 ," $20,500.00 ", 1 ," $6,833.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,
02083600,BRIGHTWOOD COLLEGE,MD,20705,Proprietary, 23 , 23 ," $62,665.00 ", 27 ," $28,752.00 ", 22 , 22 ," $93,544.00 ", 26 ," $39,039.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $10,357.00 ", 1 ," $3,453.00 ", -   , -   , $-   , -   , $-   ,,20705
02083900,NORTHERN NEW MEXICO COLLEGE,NM,87530,Public, 69 , 69 ," $260,259.00 ", 69 ," $139,288.00 ", 32 , 34 ," $123,075.00 ", 34 ," $61,955.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,87530
02084800,RAVENSCROFT BEAUTY COLLEGE,IN,46835,Proprietary, 21 , 21 ," $50,987.00 ", 23 ," $30,994.00 ", 23 , 23 ," $93,638.00 ", 25 ," $47,916.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,46835
02086400,MARINELLO SCHOOL OF BEAUTY,CA,95050,Proprietary, 84 , 84 ," $202,747.00 ", 97 ," $141,289.00 ", 69 , 69 ," $162,935.00 ", 82 ," $115,618.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $24,516.00 ", 9 ," $16,152.00 ", -   , -   , $-   , -   , $-   ,,95050
02087000,OZARKA COLLEGE,AR,72556,Public, 222 , 232 ," $437,118.00 ", 251 ," $234,185.00 ", 178 , 185 ," $389,139.00 ", 197 ," $203,351.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,72556
02087600,CONCORDIA THEOLOGICAL SEMINARY,IN,46825,Private-Nonprofit, -   , -   , $-   , -   , $-   , 1 , 1 ," $10,000.00 ", 1 ," $3,334.00 ", 78 , 80 ," $1,109,086.00 ", 81 ," $448,865.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $38,811.00 ", 3 ," $16,055.00 ",,46825
02087900,OXFORD BROOKES UNIVERSITY,,,Foreign-Public, 11 , 11 ," $50,500.00 ", 11 ," $25,250.00 ", 12 , 12 ," $44,750.00 ", 12 ," $23,750.00 ", 39 , 39 ," $739,238.00 ", 39 ," $369,619.00 ", 6 , 6 ," $190,507.00 ", 6 ," $98,515.00 ", 28 , 28 ," $1,106,877.00 ", 28 ," $553,051.00 ",,
02089600,CONCORDE CAREER INSTITUTE,FL,32256,Proprietary, 149 , 151 ," $425,080.00 ", 171 ," $224,252.00 ", 150 , 153 ," $669,928.00 ", 171 ," $343,240.00 ", -   , -   , $-   , -   , $-   , 17 , 17 ," $141,271.00 ", 17 ," $70,494.00 ", -   , -   , $-   , -   , $-   ,,32256
02090300,CAPRI COLLEGE,IA,52404,Proprietary, 35 , 35 ," $105,592.00 ", 36 ," $56,997.00 ", 31 , 32 ," $66,715.00 ", 33 ," $38,439.00 ", -   , -   , $-   , -   , $-   , 11 , 11 ," $46,603.00 ", 12 ," $26,949.00 ", -   , -   , $-   , -   , $-   ,,52404
02090700,CLEVELAND UNIVERSITY-KANSAS CITY,KS,66210,Private-Nonprofit, 16 , 16 ," $63,750.00 ", 16 ," $36,000.00 ", 14 , 14 ," $59,274.00 ", 14 ," $34,887.00 ", 192 , 193 ," $5,822,036.00 ", 193 ," $2,999,245.00 ", -   , -   , $-   , -   , $-   , 49 , 49 ," $883,791.00 ", 49 ," $532,236.00 ",,66210
02091200,ELEGANCE INTERNATIONAL,CA,90028,Proprietary, 59 , 59 ," $151,227.00 ", 59 ," $77,287.00 ", 58 , 58 ," $217,623.00 ", 58 ," $109,164.00 ", -   , -   , $-   , -   , $-   , 13 , 13 ," $144,727.00 ", 13 ," $72,366.00 ", -   , -   , $-   , -   , $-   ,,90028
02091700,BRIGHTWOOD COLLEGE,CA,92123,Proprietary, 24 , 26 ," $58,493.00 ", 32 ," $28,864.00 ", 22 , 24 ," $47,075.00 ", 27 ," $22,510.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $5,135.00 ", 1 ," $2,568.00 ", -   , -   , $-   , -   , $-   ,,92123
02092100,MASSACHUSETTS SCHOOL OF BARBERING,MA,21695,Proprietary, 1 , 1 , $500.00 , 1 , $250.00 , 1 , 1 , $334.00 , 1 , $167.00 , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,21695
02092300,EASTWICK COLLEGE - NUTLEY CAMPUS,NJ,71109,Proprietary, 91 , 91 ," $279,879.00 ", 96 ," $112,401.00 ", 94 , 96 ," $314,821.00 ", 100 ," $128,368.00 ", -   , -   , $-   , -   , $-   , 13 , 13 ," $98,721.00 ", 13 ," $35,564.00 ", -   , -   , $-   , -   , $-   ,,71109
02092400,RIDLEY-LOWELL SCHOOL OF BUSINESS,NY,13901,Proprietary, 13 , 13 ," $30,750.00 ", 21 ," $22,650.00 ", 13 , 13 ," $45,958.00 ", 22 ," $33,358.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,13901
02093700,LONG ISLAND BUSINESS INSTITUTE,NY,11354,Proprietary, 2 , 2 ," $8,000.00 ", 2 ," $4,000.00 ", 1 , 1 ," $3,000.00 ", 1 ," $1,500.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,11354
02094100,BEN-GURION UNIVERSITY OF THE NEGEV,,84105,Foreign-Public, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 33 , 33 ," $665,750.00 ", 33 ," $338,000.00 ", -   , -   , $-   , -   , $-   , 29 , 29 ," $1,010,409.00 ", 29 ," $458,546.00 ",,84105
02095500,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,,Foreign-Public, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 32 , 32 ," $645,010.00 ", 32 ," $327,630.00 ", -   , -   , $-   , -   , $-   , 24 , 24 ," $1,201,059.00 ", 24 ," $614,433.00 ",,
02096100,FIELDING GRADUATE UNIVERSITY,CA,93105,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 286 , 286 ," $5,902,293.00 ", 288 ," $2,225,140.00 ", -   , -   , $-   , -   , $-   , 97 , 97 ," $1,897,476.00 ", 99 ," $691,319.00 ",,93105
02097300,HASTINGS BEAUTY SCHOOL,MN,55033,Proprietary, 4 , 4 ," $13,740.00 ", 5 ," $8,490.00 ", 4 , 4 ," $16,300.00 ", 5 ," $9,300.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,55033
02098300,WESTERN TECHNICAL COLLEGE,TX,79927,Proprietary, 329 , 329 ," $1,041,726.00 ", 426 ," $621,204.00 ", 293 , 293 ," $1,158,432.00 ", 394 ," $675,575.00 ", -   , -   , $-   , -   , $-   , 35 , 35 ," $270,752.00 ", 57 ," $194,251.00 ", -   , -   , $-   , -   , $-   ,,79927
02098800,UNIVERSITY OF PHOENIX,AZ,85282,Proprietary," 14,876 "," 14,925 "," $51,156,974.00 "," 15,251 "," $29,455,606.00 "," 14,018 "," 14,146 "," $67,605,194.00 "," 14,505 "," $38,092,925.00 "," 3,241 "," 3,309 "," $44,472,383.00 "," 3,326 "," $25,379,849.00 ", 41 , 41 ," $462,905.00 ", 41 ," $263,938.00 ", 52 , 52 ," $598,069.00 ", 52 ," $356,484.00 ",,85282
02099200,AMERICAN CONSERVATORY THEATER FOUNDATION,CA,94108,Private-Nonprofit, 1 , 1 ," $3,500.00 ", 1 ," $1,750.00 ", 1 , 1 ," $6,000.00 ", 1 ," $3,000.00 ", 24 , 24 ," $451,581.00 ", 24 ," $226,011.00 ", -   , -   , $-   , -   , $-   , 13 , 15 ," $166,633.00 ", 15 ," $83,320.00 ",,94108
02099500,CENTRAL COMMUNITY COLLEGE,NE,68801,Public, 779 , 779 ," $2,204,077.00 ", 788 ," $1,212,980.00 ", 476 , 476 ," $1,332,360.00 ", 487 ," $692,880.00 ", -   , -   , $-   , -   , $-   , 21 , 21 ," $94,263.00 ", 21 ," $53,907.00 ", -   , -   , $-   , -   , $-   ,,68801
02099700,ROSS MEDICAL EDUCATION CENTER,MI,48507,Proprietary, 179 , 179 ," $566,296.00 ", 182 ," $291,738.00 ", 175 , 175 ," $851,311.00 ", 175 ," $436,863.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $6,474.00 ", 2 ," $3,152.00 ", -   , -   , $-   , -   , $-   ,,48507
