,,,,, DL SUBSIDIZED- UNDERGRADUATE ,,,,, DL SUBSIDIZED- GRADUATE ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
00294500,MEREDITH COLLEGE,NC,27607,PRIVATE, 769 , 772 ," $3,245,416.00 ",772," $1,727,028.00 ", 104 , 108 ," $614,933.00 ",108," $354,414.00 ", 870 , 949 ," $3,321,013.00 ",949," $1,777,567.00 ", 101 , 105 ," $748,589.00 ",105," $440,320.00 ", 268 , 273 ," $3,367,865.00 ",273," $1,861,289.00 ", 4 , 4 ," $35,566.00 ",4," $18,356.00 "
00294600,METHODIST UNIVERSITY,NC,28311,PRIVATE, 793 , 798 ," $3,059,854.00 ",799," $1,649,708.00 ", 81 , 81 ," $640,476.00 ",81," $295,712.00 ", 770 , 784 ," $2,449,759.00 ",785," $1,331,057.00 ", 82 , 82 ," $735,488.00 ",82," $277,559.00 ", 238 , 255 ," $2,754,484.00 ",255," $1,462,149.00 ", 43 , 44 ," $1,449,189.00 ",44," $744,561.00 "
00294800,MONTREAT COLLEGE,NC,28757,PRIVATE, 317 , 317 ," $1,431,023.00 ",317," $711,670.00 ", 55 , 55 ," $364,556.00 ",55," $182,303.00 ", 321 , 322 ," $1,251,474.00 ",322," $637,016.00 ", 47 , 47 ," $408,998.00 ",47," $205,387.00 ", 67 , 67 ," $548,407.00 ",67," $280,064.00 ", -   , -   , $-   ,0, $-   
00294900,MOUNT OLIVE COLLEGE,NC,28365,PRIVATE, 464 , 464 ," $1,674,490.00 ",471," $1,071,707.00 ", 2 , 2 ," $9,000.00 ",2," $4,500.00 ", 452 , 453 ," $1,880,378.00 ",463," $1,227,681.00 ", 2 , 2 ," $12,000.00 ",2," $6,000.00 ", 21 , 21 ," $120,092.00 ",21," $62,447.00 ", -   , -   , $-   ,0, $-   
00295000,NORTH CAROLINA CENTRAL UNIVERSITY,NC,27707,PUBLIC," 4,425 "," 4,584 "," $17,568,825.00 ","4,584"," $8,878,456.00 "," 1,369 "," 1,395 "," $10,872,886.00 ","1,395"," $5,523,073.00 "," 4,287 "," 5,062 "," $16,277,822.00 ","5,062"," $8,161,402.00 "," 1,225 "," 1,253 "," $13,812,445.00 ","1,253"," $6,943,294.00 ", 888 , 934 ," $7,079,584.00 ",934," $3,572,302.00 ", 641 , 660 ," $5,797,054.00 ",661," $2,653,394.00 "
00295100,NORTH CAROLINA WESLEYAN COLLEGE,NC,27804,PRIVATE, 158 , 159 ," $571,092.00 ",159," $316,799.00 ", 1 , 1 ," $5,500.00 ",1," $3,500.00 ", 404 , 421 ," $1,507,677.00 ",421," $821,624.00 ", 2 , 2 ," $15,000.00 ",2," $7,500.00 ", 142 , 145 ," $1,191,725.00 ",145," $643,460.00 ", -   , -   , $-   ,0, $-   
00295300,WILLIAM PEACE UNIVERSITY,NC,27604,PRIVATE, 425 , 425 ," $1,786,419.00 ",425," $926,791.00 ", 2 , 2 ," $11,000.00 ",2," $5,500.00 ", 461 , 471 ," $1,603,507.00 ",471," $857,630.00 ", 2 , 2 ," $14,000.00 ",2," $7,000.00 ", 200 , 201 ," $1,736,483.00 ",201," $905,092.00 ", -   , -   , $-   ,0, $-   
00295400,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,NC,28372,PUBLIC," 3,003 "," 3,088 "," $10,790,308.00 ","3,088"," $6,054,351.00 ", 374 , 377 ," $2,583,894.00 ",377," $1,397,220.00 "," 1,895 "," 2,376 "," $5,936,240.00 ","2,378"," $3,346,578.00 ", 206 , 227 ," $1,254,430.00 ",227," $683,532.00 ", 257 , 265 ," $1,634,707.00 ",265," $877,912.00 ", 8 , 8 ," $36,251.00 ",8," $20,150.00 "
00295500,PFEIFFER UNIVERSITY,NC,28109,PRIVATE, 365 , 366 ," $1,470,748.00 ",366," $733,865.00 ", 140 , 141 ," $788,582.00 ",141," $473,111.00 ", 369 , 369 ," $1,330,981.00 ",369," $623,166.00 ", 188 , 190 ," $1,065,040.00 ",190," $562,522.00 ", 65 , 66 ," $600,375.00 ",66," $312,316.00 ", -   , -   , $-   ,0, $-   
00295600,PIEDMONT INTERNATIONAL UNIVERSITY,NC,27101,PRIVATE, 56 , 58 ," $205,323.00 ",60," $108,537.00 ", 8 , 9 ," $41,666.00 ",10," $23,666.00 ", 37 , 39 ," $133,996.00 ",39," $67,338.00 ", 5 , 6 ," $32,218.00 ",6," $13,003.00 ", 1 , 1 ," $4,100.00 ",1," $2,050.00 ", -   , -   , $-   ,0, $-   
00295700,QUEENS UNIVERSITY OF CHARLOTTE,NC,28274,PRIVATE, 855 , 855 ," $2,971,841.00 ",855," $1,914,065.00 ", 85 , 85 ," $304,065.00 ",85," $296,983.00 ", 959 , 959 ," $3,504,358.00 ",959," $2,378,761.00 ", 109 , 113 ," $741,225.00 ",113," $720,908.00 ", 162 , 162 ," $2,010,782.00 ",162," $1,060,141.00 ", -   , -   , $-   ,0, $-   
00296000,SALEM COLLEGE,NC,27101,PRIVATE, 545 , 545 ," $2,258,770.00 ",545," $1,168,706.00 ", 26 , 26 ," $94,591.00 ",26," $58,365.00 ", 438 , 438 ," $1,751,153.00 ",438," $922,366.00 ", 26 , 26 ," $113,998.00 ",26," $73,796.00 ", 59 , 59 ," $631,297.00 ",59," $314,497.00 ", -   , -   , $-   ,0, $-   
00296200,SHAW UNIVERSITY,NC,27601,PRIVATE," 1,522 "," 1,530 "," $5,982,987.00 ","1,594"," $3,172,063.00 ", 99 , 99 ," $750,947.00 ",103," $383,975.00 "," 1,614 "," 1,902 "," $7,725,433.00 ","1,999"," $4,061,551.00 ", 111 , 112 ," $1,385,129.00 ",117," $709,619.00 ", 286 , 296 ," $2,374,734.00 ",334," $1,250,042.00 ", -   , -   , $-   ,0, $-   
00296400,SOUTHEASTERN COMMUNITY COLLEGE,NC,28472,PUBLIC, 170 , 171 ," $427,650.00 ",171," $315,619.00 ", -   , -   , $-   ,0, $-   , 135 , 135 ," $362,427.00 ",135," $262,466.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00296700,ST. ANDREWS PRESBYTERIAN COLLEGE,NC,28352,PRIVATE, 259 , 261 ," $1,057,067.00 ",261," $566,439.00 ", 1 , 1 ," $2,000.00 ",1," $1,000.00 ", 267 , 271 ," $969,244.00 ",272," $505,999.00 ", 1 , 1 ," $3,960.00 ",1," $1,980.00 ", 128 , 131 ," $1,456,985.00 ",131," $745,784.00 ", -   , -   , $-   ,0, $-   
00296800,SAINT AUGUSTINE'S UNIVERSITY,NC,27610,PRIVATE," 1,328 "," 1,328 "," $5,630,449.00 ","1,328"," $2,803,928.00 ", -   , -   , $-   ,0, $-   ," 1,323 "," 1,353 "," $5,534,435.00 ","1,353"," $2,762,987.00 ", -   , -   , $-   ,0, $-   , 487 , 508 ," $5,548,983.00 ",508," $2,784,072.00 ", -   , -   , $-   ,0, $-   
00297200,NORTH CAROLINA STATE UNIVERSITY,NC,27695,PUBLIC," 6,362 "," 6,455 "," $21,580,433.00 ","6,455"," $11,433,700.00 "," 1,862 "," 1,878 "," $14,232,339.00 ","1,878"," $7,469,156.00 "," 7,335 "," 7,476 "," $30,603,995.00 ","7,476"," $16,167,052.00 "," 1,559 "," 1,593 "," $17,882,780.00 ","1,593"," $9,337,513.00 "," 1,003 "," 1,037 "," $9,521,004.00 ","1,037"," $5,036,968.00 ", 100 , 105 ," $837,002.00 ",105," $458,511.00 "
00297400,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL,NC,27599,PUBLIC," 2,483 "," 2,483 "," $8,365,678.00 ","2,502"," $4,336,243.00 "," 3,594 "," 3,594 "," $29,264,277.00 ","3,605"," $14,805,749.00 "," 2,798 "," 2,798 "," $13,830,790.00 ","2,850"," $7,032,580.00 "," 3,091 "," 3,092 "," $46,048,102.00 ","3,113"," $23,137,348.00 ", 527 , 539 ," $6,137,536.00 ",539," $3,109,367.00 ", 704 , 730 ," $14,078,311.00 ",730," $7,264,311.00 "
00297500,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,NC,28223,PUBLIC," 8,610 "," 8,762 "," $34,145,158.00 ","8,762"," $18,351,629.00 "," 1,718 "," 1,782 "," $11,864,503.00 ","1,782"," $6,397,309.00 "," 8,620 "," 9,025 "," $33,543,538.00 ","9,025"," $18,107,388.00 "," 1,331 "," 1,390 "," $12,654,119.00 ","1,390"," $6,814,880.00 ", 752 , 780 ," $6,447,798.00 ",780," $3,502,886.00 ", 50 , 55 ," $400,740.00 ",55," $226,523.00 "
00297600,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,NC,27412,PUBLIC," 6,449 "," 6,591 "," $24,590,200.00 ","6,591"," $13,215,252.00 "," 1,233 "," 1,261 "," $8,315,638.00 ","1,261"," $4,439,140.00 "," 6,330 "," 6,811 "," $23,612,763.00 ","6,811"," $12,797,930.00 "," 1,087 "," 1,120 "," $8,700,961.00 ","1,120"," $4,649,508.00 "," 1,497 "," 1,526 "," $11,566,713.00 ","1,526"," $6,112,715.00 ", 22 , 23 ," $154,459.00 ",23," $85,851.00 "
00297800,WAKE FOREST UNIVERSITY,NC,27109,PRIVATE," 1,090 "," 1,105 "," $4,675,887.00 ","1,105"," $2,377,989.00 "," 1,220 "," 1,225 "," $10,063,145.00 ","1,283"," $5,104,260.00 ", 513 , 562 ," $1,963,506.00 ",562," $1,003,178.00 "," 1,097 "," 1,116 "," $18,690,813.00 ","1,174"," $9,489,065.00 ", 320 , 339 ," $7,069,496.00 ",339," $3,691,334.00 ", 633 , 676 ," $13,883,061.00 ",727," $6,997,552.00 "
00297900,WARREN WILSON COLLEGE,NC,28778,PRIVATE, 450 , 450 ," $1,843,971.00 ",451," $982,954.00 ", 27 , 27 ," $215,760.00 ",27," $141,753.00 ", 425 , 425 ," $1,304,999.00 ",426," $689,928.00 ", 17 , 17 ," $175,412.00 ",17," $104,712.00 ", 115 , 115 ," $1,510,932.00 ",117," $823,708.00 ", 1 , 1 ," $8,300.00 ",1," $4,150.00 "
00298100,WESTERN CAROLINA UNIVERSITY,NC,28723,PUBLIC," 2,832 "," 2,840 "," $10,016,293.00 ","2,840"," $5,441,305.00 ", 635 , 635 ," $4,270,391.00 ",635," $2,352,764.00 "," 3,235 "," 3,370 "," $11,643,305.00 ","3,370"," $6,218,332.00 ", 615 , 617 ," $4,416,442.00 ",617," $2,408,966.00 ", 788 , 827 ," $6,016,921.00 ",827," $3,238,650.00 ", 23 , 25 ," $97,090.00 ",25," $62,798.00 "
00298200,WESTERN PIEDMONT COMMUNITY COLLEGE,NC,28655,PUBLIC, 302 , 302 ," $961,493.00 ",302," $503,390.00 ", 4 , 4 ," $10,850.00 ",4," $6,550.00 ", 2 , 2 ," $6,755.00 ",2," $2,454.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00298300,WILKES COMMUNITY COLLEGE,NC,28697,PUBLIC, 145 , 145 ," $512,861.00 ",145," $284,686.00 ", -   , -   , $-   ,0, $-   , 107 , 107 ," $381,604.00 ",107," $189,239.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $4,600.00 ",1," $2,300.00 ", -   , -   , $-   ,0, $-   
00298400,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),NC,28403,PUBLIC," 3,490 "," 3,492 "," $14,116,522.00 ","3,492"," $7,286,925.00 ", 610 , 610 ," $4,415,649.00 ",610," $2,435,461.00 "," 4,131 "," 4,134 "," $18,260,484.00 ","4,134"," $9,484,351.00 ", 490 , 491 ," $4,542,831.00 ",491," $2,388,356.00 ", 860 , 871 ," $8,795,012.00 ",871," $4,420,923.00 ", 39 , 39 ," $378,155.00 ",39," $187,520.00 "
00298500,WINGATE UNIVERSITY,NC,28174,PRIVATE, 815 , 815 ," $3,175,877.00 ",815," $1,660,140.00 ", 340 , 340 ," $2,653,338.00 ",340," $1,348,536.00 ", 900 , 989 ," $3,087,592.00 ",989," $1,605,454.00 ", 353 , 353 ," $6,365,612.00 ",353," $3,139,280.00 ", 392 , 392 ," $3,130,296.00 ",392," $1,662,853.00 ", 137 , 138 ," $1,554,558.00 ",138," $662,200.00 "
00298600,WINSTON-SALEM STATE UNIVERSITY,NC,27110,PUBLIC," 3,246 "," 3,303 "," $12,969,569.00 ","3,303"," $6,902,563.00 ", 233 , 238 ," $1,644,369.00 ",238," $864,659.00 "," 3,092 "," 3,281 "," $11,177,778.00 ","3,281"," $5,991,770.00 ", 197 , 203 ," $1,745,905.00 ",203," $912,661.00 ", 293 , 307 ," $2,289,654.00 ",307," $1,180,979.00 ", -   , -   , $-   ,0, $-   
00398100,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,NC,27127,PUBLIC, 321 , 321 ," $1,336,593.00 ",321," $452,407.00 ", 82 , 82 ," $664,121.00 ",82," $228,667.00 ", 329 , 329 ," $1,214,919.00 ",329," $409,004.00 ", 80 , 80 ," $824,132.00 ",80," $288,093.00 ", 112 , 114 ," $1,568,355.00 ",114," $548,736.00 ", 18 , 18 ," $171,274.00 ",18," $58,883.00 "
00403300,ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,28801,PUBLIC, 560 , 560 ," $1,933,077.00 ",561," $991,650.00 ", 21 , 21 ," $68,020.00 ",21," $33,685.00 ", 473 , 473 ," $2,202,159.00 ",479," $1,061,084.00 ", 18 , 18 ," $90,280.00 ",18," $41,342.00 ", 3 , 3 ," $20,323.00 ",3," $8,636.00 ", -   , -   , $-   ,0, $-   
00406200,PITT COMMUNITY COLLEGE,NC,28590,PUBLIC," 1,337 "," 1,342 "," $4,536,126.00 ","1,342"," $2,390,989.00 ", 2 , 2 ," $8,000.00 ",2," $4,000.00 "," 1,109 "," 1,116 "," $3,661,545.00 ","1,116"," $1,913,073.00 ", 3 , 3 ," $17,500.00 ",3," $8,750.00 ", 19 , 19 ," $106,828.00 ",19," $59,684.00 ", -   , -   , $-   ,0, $-   
00483500,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE,NC,28638,PUBLIC, 643 , 643 ," $2,301,354.00 ",643," $1,230,627.00 ", 8 , 8 ," $27,334.00 ",8," $15,417.00 ", 568 , 568 ," $2,445,251.00 ",568," $1,292,564.00 ", 9 , 9 ," $46,510.00 ",9," $21,585.00 ", 1 , 1 ," $7,000.00 ",1," $3,500.00 ", -   , -   , $-   ,0, $-   
00483800,GUILFORD TECHNICAL COMMUNITY COLLEGE,NC,27282,PUBLIC," 2,710 "," 2,710 "," $9,075,113.00 ","2,710"," $5,021,395.00 ", -   , -   , $-   ,0, $-   ," 2,618 "," 2,618 "," $12,515,144.00 ","2,619"," $6,921,124.00 ", -   , -   , $-   ,0, $-   , 15 , 15 ," $74,206.00 ",15," $38,336.00 ", -   , -   , $-   ,0, $-   
00484400,WAKE TECHNICAL COMMUNITY COLLEGE,NC,27603,PUBLIC," 1,335 "," 1,335 "," $3,965,170.00 ","1,335"," $2,128,919.00 ", -   , -   , $-   ,0, $-   ," 1,069 "," 1,069 "," $4,574,748.00 ","1,069"," $2,456,358.00 ", -   , -   , $-   ,0, $-   , 6 , 6 ," $48,055.00 ",6," $25,699.00 ", -   , -   , $-   ,0, $-   
00531800,CATAWBA VALLEY COMMUNITY COLLEGE,NC,28602,PUBLIC, 355 , 355 ," $1,115,868.00 ",355," $586,610.00 ", 5 , 5 ," $19,500.00 ",5," $9,750.00 ", 242 , 242 ," $952,161.00 ",242," $492,207.00 ", 6 , 6 ," $28,667.00 ",6," $15,716.00 ", 3 , 3 ," $15,911.00 ",3," $9,099.00 ", -   , -   , $-   ,0, $-   
00532000,CAPE FEAR COMMUNITY COLLEGE,NC,28401,PUBLIC," 1,301 "," 1,301 "," $4,416,648.00 ","1,302"," $2,438,581.00 ", 24 , 24 ," $79,757.00 ",24," $45,554.00 "," 1,273 "," 1,273 "," $5,395,256.00 ","1,273"," $2,954,643.00 ", 23 , 23 ," $125,694.00 ",23," $67,119.00 ", 29 , 29 ," $184,033.00 ",29," $100,625.00 ", -   , -   , $-   ,0, $-   
00647700,CABARRUS COLLEGE OF HEALTH SCIENCES,NC,28025,PRIVATE, 212 , 212 ," $804,682.00 ",212," $400,530.00 ", -   , -   , $-   ,0, $-   , 192 , 192 ," $962,729.00 ",192," $474,830.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $7,000.00 ",1," $3,500.00 ", -   , -   , $-   ,0, $-   
00647800,MERCY SCHOOL OF NURSING,NC,28273,PUBLIC, 50 , 50 ," $175,300.00 ",50," $80,156.00 ", -   , -   , $-   ,0, $-   , 44 , 44 ," $218,268.00 ",44," $102,894.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00679900,CRAVEN COMMUNITY COLLEGE,NC,28562,PUBLIC, 139 , 139 ," $524,079.00 ",139," $278,514.00 ", 3 , 3 ," $12,500.00 ",3," $6,250.00 ", 120 , 120 ," $597,525.00 ",120," $311,931.00 ", 3 , 3 ," $17,366.00 ",3," $8,782.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00764000,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,NC,28303,PUBLIC," 1,308 "," 1,313 "," $4,506,622.00 ","1,313"," $2,448,496.00 ", 1 , 1 ," $4,500.00 ",1," $2,250.00 ", 978 , 984 ," $4,568,932.00 ",984," $2,498,697.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00768700,JAMES SPRUNT COMMUNITY COLLEGE,NC,28349,PUBLIC, 156 , 156 ," $563,805.00 ",156," $306,950.00 ", 1 , 1 ," $1,800.00 ",1, $900.00 , 153 , 153 ," $325,679.00 ",153," $177,481.00 ", 2 , 2 ," $12,000.00 ",2," $6,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00781400,BROOKSTONE COLLEGE OF BUSINESS,NC,28262,PROPRIETARY, 6 , 6 ," $21,000.00 ",6," $10,500.00 ", -   , -   , $-   ,0, $-   , 6 , 6 ," $17,700.00 ",6," $8,850.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00798600,HALIFAX COMMUNITY COLLEGE,NC,27890,PUBLIC, 322 , 322 ," $1,095,573.00 ",322," $624,677.00 ", 3 , 3 ," $13,500.00 ",3," $6,750.00 ", 306 , 306 ," $804,705.00 ",306," $435,745.00 ", 3 , 3 ," $18,000.00 ",3," $9,000.00 ", 2 , 2 ," $11,181.00 ",2," $6,241.00 ", -   , -   , $-   ,0, $-   
00808100,CARTERET COMMUNITY COLLEGE,NC,28557,PUBLIC, 176 , 176 ," $551,173.00 ",176," $309,625.00 ", 3 , 3 ," $10,500.00 ",3," $5,250.00 ", 124 , 124 ," $493,401.00 ",124," $273,293.00 ", 3 , 3 ," $13,000.00 ",3," $6,500.00 ", 1 , 1 ," $7,500.00 ",1," $3,750.00 ", -   , -   , $-   ,0, $-   
00846600,SOUTHWESTERN COMMUNITY COLLEGE,NC,28779,PUBLIC, 126 , 126 ," $424,554.00 ",126," $224,685.00 ", -   , -   , $-   ,0, $-   , 109 , 109 ," $478,754.00 ",109," $250,733.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $35,288.00 ",4," $16,102.00 ", -   , -   , $-   ,0, $-   
00885500,EDGECOMBE COMMUNITY COLLEGE,NC,27886,PUBLIC, 17 , 17 ," $54,047.00 ",17," $34,847.00 ", -   , -   , $-   ,0, $-   , 13 , 13 ," $54,450.00 ",13," $38,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00902500,EMPIRE BEAUTY SCHOOL,NC,28105,PROPRIETARY, 117 , 117 ," $370,629.00 ",121," $186,874.00 ", -   , -   , $-   ,0, $-   , 117 , 117 ," $568,538.00 ",121," $281,075.00 ", -   , -   , $-   ,0, $-   , 13 , 13 ," $61,320.00 ",13," $27,457.00 ", -   , -   , $-   ,0, $-   
00933600,JOHNSTON COMMUNITY COLLEGE,NC,27577,PUBLIC, 386 , 386 ," $1,230,372.00 ",386," $672,013.00 ", -   , -   , $-   ,0, $-   , 293 , 293 ," $1,311,648.00 ",293," $700,581.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $8,372.00 ",1," $4,186.00 ", -   , -   , $-   ,0, $-   
00968400,BLUE RIDGE COMMUNITY COLLEGE,NC,28731,PUBLIC, 117 , 117 ," $368,495.00 ",119," $212,770.00 ", 3 , 3 ," $11,200.00 ",3," $4,850.00 ", 59 , 59 ," $246,037.00 ",60," $129,997.00 ", 2 , 2 ," $8,127.00 ",2," $4,250.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01026400,SOUTH COLLEGE,NC,28803,PROPRIETARY, 19 , 19 ," $54,723.00 ",27," $31,658.00 ", -   , -   , $-   ,0, $-   , 17 , 18 ," $77,543.00 ",29," $47,472.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $4,000.00 ",1," $1,333.00 ", -   , -   , $-   ,0, $-   
01179900,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,NC,28303,PROPRIETARY, 9 , 9 ," $27,068.00 ",10," $13,818.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $32,749.00 ",8," $16,757.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02056500,MITCHELL'S HAIR STYLING ACADEMY,NC,27893,PROPRIETARY, 25 , 25 ," $71,583.00 ",25," $34,425.00 ", -   , -   , $-   ,0, $-   , 12 , 12 ," $30,834.00 ",12," $15,419.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $12,461.00 ",3," $6,231.00 ", -   , -   , $-   ,0, $-   
02110500,ART INSTITUTE OF CHARLOTTE (THE),NC,28217,PROPRIETARY," 1,030 "," 1,047 "," $3,169,083.00 ","1,658"," $1,983,896.00 ", -   , -   , $-   ,0, $-   , 966 , 978 ," $3,541,397.00 ","1,586"," $2,192,054.00 ", -   , -   , $-   ,0, $-   , 351 , 366 ," $5,148,658.00 ",627," $3,398,908.00 ", -   , -   , $-   ,0, $-   
02205000,COLLEGE OF WILMINGTON,NC,28403,PROPRIETARY, 17 , 17 ," $39,031.00 ",20," $24,241.00 ", -   , -   , $-   ,0, $-   , 18 , 18 ," $64,628.00 ",22," $40,675.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02210400,FAYETTEVILLE BEAUTY COLLEGE,NC,28303,PROPRIETARY, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $5,500.00 ",1," $2,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02227800,MITCHELL'S HAIR STYLING ACADEMY,NC,27534,PROPRIETARY, 1 , 1 , $124.00 ,1, $62.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02227900,MITCHELL'S HAIR STYLING ACADEMY,NC,27858,PROPRIETARY, 1 , 1 , $895.00 ,1, $448.00 , -   , -   , $-   ,0, $-   , 2 , 2 ," $7,355.00 ",2," $5,053.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02238700,HAIRSTYLING INSTITUTE OF CHARLOTTE,NC,28204,PROPRIETARY, 13 , 13 ," $39,897.00 ",13," $20,776.00 ", -   , -   , $-   ,0, $-   , 11 , 11 ," $42,021.00 ",11," $22,338.00 ", -   , -   , $-   ,0, $-   , 1 , 2 ," $10,250.00 ",2," $5,125.00 ", -   , -   , $-   ,0, $-   
02280900,MID-ATLANTIC CHRISTIAN UNIVERSITY,NC,27909,PRIVATE, 126 , 126 ," $547,244.00 ",126," $276,670.00 ", -   , -   , $-   ,0, $-   , 123 , 123 ," $566,676.00 ",123," $283,463.00 ", -   , -   , $-   ,0, $-   , 19 , 19 ," $147,600.00 ",19," $75,725.00 ", -   , -   , $-   ,0, $-   
02560600,PINNACLE INSTITUTE OF COSMETOLOGY,NC,28115,PROPRIETARY, 1 , 1 , $800.00 ,1, $400.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03064400,REGENCY BEAUTY INSTITUTE,NC,27103,PROPRIETARY, 43 , 43 ," $127,875.00 ",43," $66,134.00 ", -   , -   , $-   ,0, $-   , 40 , 40 ," $142,061.00 ",40," $77,599.00 ", -   , -   , $-   ,0, $-   , 6 , 6 ," $43,955.00 ",6," $22,944.00 ", -   , -   , $-   ,0, $-   
03104200,CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,NC,28203,PUBLIC, 185 , 185 ," $582,725.00 ",185," $285,620.00 ", -   , -   , $-   ,0, $-   , 166 , 167 ," $778,409.00 ",167," $396,599.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $39,579.00 ",3," $39,579.00 ", -   , -   , $-   ,0, $-   
03109000,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,NC,27614,PROPRIETARY, 140 , 143 ," $448,680.00 ",166," $173,887.00 ", -   , -   , $-   ,0, $-   , 138 , 154 ," $598,711.00 ",176," $231,065.00 ", -   , -   , $-   ,0, $-   , 12 , 14 ," $147,044.00 ",15," $51,661.00 ", -   , -   , $-   ,0, $-   
03361300,MEDICAL ARTS SCHOOL (THE),NC,27616,PROPRIETARY, 27 , 27 ," $77,576.00 ",27," $30,840.00 ", -   , -   , $-   ,0, $-   , 26 , 26 ," $116,340.00 ",26," $43,726.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $10,000.00 ",1," $3,334.00 ", -   , -   , $-   ,0, $-   
03513400,APEX SCHOOL OF THEOLOGY,NC,27703,PRIVATE, 212 , 212 ," $746,665.00 ",212," $390,690.00 ", 118 , 118 ," $942,361.00 ",118," $479,418.00 ", 213 , 213 ," $1,240,561.00 ",213," $647,795.00 ", 122 , 122 ," $1,494,648.00 ",122," $756,735.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03555300,SOUTHEASTERN INSTITUTE,NC,28217,PROPRIETARY, 118 , 118 ," $316,198.00 ",119," $162,539.00 ", -   , -   , $-   ,0, $-   , 117 , 187 ," $424,122.00 ",188," $213,602.00 ", -   , -   , $-   ,0, $-   , 10 , 10 ," $35,030.00 ",11," $19,789.00 ", -   , -   , $-   ,0, $-   
03570300,CAROLINA CHRISTIAN COLLEGE,NC,27105,PRIVATE, 30 , 30 ," $121,084.00 ",30," $62,167.00 ", -   , -   , $-   ,0, $-   , 21 , 21 ," $125,000.00 ",21," $62,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03663300,HOOD THEOLOGICAL SEMINARY,NC,28144,PRIVATE, -   , -   , $-   ,0, $-   , 67 , 67 ," $524,543.00 ",67," $277,147.00 ", -   , -   , $-   ,0, $-   , 71 , 71 ," $739,250.00 ",71," $384,875.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $42,800.00 ",2," $21,400.00 "
